user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
kensley_yy,6570775664131391494,6922791382688042246,then i got my phone taken for two months 😁,1611837995,7,https://www.tiktok.com/@kensley_yy/video/6922791382688042246?lang=en,557900,14000,7281,2800000
trishlikefish88,6565170509783334918,6930284463226227973,#duet with @squelchsquert,1613582604,48,https://www.tiktok.com/@trishlikefish88/video/6930284463226227973?lang=en,131400,2605,2607,635000
emimusssssssss,6743022207012553734,6930257588714016005,Eveliina Vintage #smallbusinesscheck #vintage #work #2021 #viral,1613576348,12,https://www.tiktok.com/@emimusssssssss/video/6930257588714016005?lang=en,800,2,20,4190
afterthetone,6923336687016363014,6929968077870238981,Reply to @sydneypackard I totally get it! I hope this helps explain it :),1613508938,25,https://www.tiktok.com/@afterthetone/video/6929968077870238981?lang=en,492500,21700,2521,2200000
carrotlover88,6688471756834276357,6929951307990043909,i love the bachelor,1613505033,37,https://www.tiktok.com/@carrotlover88/video/6929951307990043909?lang=en,150900,9731,2063,917800
swansonsfabrics,6801449505948288005,6929985651844599046,All our fabric is $4/yard 😳 #sewtok #sewing #learntosew #sustainablefashion #thriftedfabric #onlinethrift #fabricshop #discountfabric,1613513032,15,https://www.tiktok.com/@swansonsfabrics/video/6929985651844599046?lang=en,792,31,47,6505
hollisfuneralhome,6730606064129819653,6929989108496469253,Reply to @buffytaylor566 #funeralhome #asmr #oddlysatisfying,1613513838,59,https://www.tiktok.com/@hollisfuneralhome/video/6929989108496469253?lang=en,167100,372,1150,3100000
lolnissy,6699310445747504133,6929982976105270533,Reply to @etherealhazza playing the iconic DreamLife (2005)!!! why is it still so fun 😭 #dreamlife #early2000s #nostalgia #y2k #gameplay,1613512408,59,https://www.tiktok.com/@lolnissy/video/6929982976105270533?lang=en,195400,2274,1586,594100
calmthechaoscrystals,6901113745263952902,6929655029850705157,crystals that can go in salt :) #111 #crystals #tiktokfashionmonth #lunarnewyear,1613436056,15,https://www.tiktok.com/@calmthechaoscrystals/video/6929655029850705157?lang=en,197200,2818,2170,721500
couponwithkayla,6741134957907526662,6924507553590168837,#stitch with @velljko Did that do the trick or do I need to say more? 🤣,1612237570,32,https://www.tiktok.com/@couponwithkayla/video/6924507553590168837?lang=en,346700,3806,4358,2000000
maylikethemonthh,6770885165398688774,6930068764725726470,"comment more interring facts about your rising sign, i’d love to learn from you too💟 #astrology #risingsign #zodiacsigns",1613532392,54,https://www.tiktok.com/@maylikethemonthh/video/6930068764725726470?lang=en,96400,1623,1953,569400
zoeozochiawaeze,6780351730347607045,6930027216256371973,another quick psa: this is a joke so dont bother me abt this bc #idc #okay #thanx #fyp #women #are #smart #men #are #well .... #yeah #bye ❤️ #hehe,1613522712,13,https://www.tiktok.com/@zoeozochiawaeze/video/6930027216256371973?lang=en,460100,14200,9320,1400000
cakepopsqueen,6810914864254600197,6929995794363747590,Answer to @gapeach83 #chocolate #cakepops #diy #baking #dessert #fyp #foryoupage #desserts #food #foryou #smallbusinessowner #friends,1613515393,59,https://www.tiktok.com/@cakepopsqueen/video/6929995794363747590?lang=en,189200,5910,832,1900000
ivysimagination,6743014733517341701,6930069757953625350,this took care of my mental health but now i gotta take care of my wallet #GamingTips #style #fashion #aritzia #shoppinghaul #vancouver  #fyp #ubc,1613532621,15,https://www.tiktok.com/@ivysimagination/video/6930069757953625350?lang=en,329,4,3,3513
ursyfbaby,6855010618362889221,6929961194476276998,Reply to @mmmdons Give it a try! #chickenprep #airfryer #chicken #foodtiktoks #howicookathome,1613507336,34,https://www.tiktok.com/@ursyfbaby/video/6929961194476276998?lang=en,83000,1197,146,1300000
magencornelison,6767349613324567557,6929943824521284870,#greenscreen #fyp #cecilhotel #netflix #foryoupage #elisalamcase #truecrimetiktok,1613503291,7,https://www.tiktok.com/@magencornelison/video/6929943824521284870?lang=en,471500,26500,10900,4900000
laylay_solo,6809850997315634181,6930006784308514053,So i same day shipped the machine to myself and went to get fabric the hour after. I wasn’t expected it turn out like this #fyp #sewing,1613517954,19,https://www.tiktok.com/@laylay_solo/video/6930006784308514053?lang=en,18700,219,538,80800
bengaposnijegu,6782626805021426693,6930067985491102981,#drinktok #powerpuffgirls,1613532208,15,https://www.tiktok.com/@bengaposnijegu/video/6930067985491102981?lang=en,7696,21,19,119500
lexlowitzki85,6712198640880468997,6929989835994270982,wear your shoes but take care of them🤝 #notspons #shouldbe #rustoleum,1613514006,30,https://www.tiktok.com/@lexlowitzki85/video/6929989835994270982?lang=en,598000,28500,2071,3300000
caseyypeterson,65893804330758144,6828246297770790149,tank upgrade for my new friends🥺 #pets #petsoftiktok #fish #tank #decoration #tiktoktraditions #houseoftiktok #brighterinside,1589824982,19,https://www.tiktok.com/@caseyypeterson/video/6828246297770790149?lang=en,59,1,7,637
goldfishplayer,6872166340913284101,6878182395791625477,A fish passed everyone on the other side #fyp #foryoupage #foryou #pet #soccer #football #fish #goldfish,1601451930,11,https://www.tiktok.com/@goldfishplayer/video/6878182395791625477?lang=en,2600000,124600,29900,23300000
stephenscapes,6878773434827146246,6879174008336633094,First aquascape a bit rough #aquascape #aquarium #fish,1601682548,56,https://www.tiktok.com/@stephenscapes/video/6879174008336633094?lang=en,77000,175,108,864100
lukesgoldies,6786664648160904197,6897341521834593541,Because you guys love watching me give my fat goldfish salt baths: heres another video. #goldfish #fish #ranchu,1605912499,28,https://www.tiktok.com/@lukesgoldies/video/6897341521834593541?lang=en,1200000,16500,10400,8400000
aliciasmithdesigns,6726802424151032838,6806081046812052741,How to #acclimate #bettafish #tank #time #fishcare #pet #fishlover #succulents #howto,1584664232,41,https://www.tiktok.com/@aliciasmithdesigns/video/6806081046812052741?lang=en,603100,9118,2409,4300000
someone_aesthetic,6830514915418899461,6901357100446829826,𝙲𝚕𝚎𝚊𝚗𝚒𝚗𝚐 𝚖𝚢 𝚏𝚒𝚜𝚑’𝚜 𝚝𝚊𝚗𝚔✨🐟🌊 #foryoupage #fish #tank #fypシ #blowthisup #tehe #calm #aesthetic,1606847418,28,https://www.tiktok.com/@someone_aesthetic/video/6901357100446829826?lang=en,28100,76,902,188000
pnwbettas,6750120620619203589,6861254178946157829,Tank cleaning PSA. Leave questions in the comments 😋 #bettatank #betta #bettafish #fishtank #aquarium #fishtankcleaning #fishkeeping #foryoupage #fyp,1597510232,59,https://www.tiktok.com/@pnwbettas/video/6861254178946157829?lang=en,82200,1072,795,367000
cataariass_,6560063364239343621,6929586797483707653,🐱 #fyp,1613420165,10,https://www.tiktok.com/@cataariass_/video/6929586797483707653?lang=en,515600,4662,5691,1700000
frankeestylesluv,6639980091856551941,6929969753658297606,Reply to @ellywilliamss #greenscreen only talk to me if your mom is the president of hot tunes TV China. #camprock #tesscamprock #tesstyler #toocool,1613509329,15,https://www.tiktok.com/@frankeestylesluv/video/6929969753658297606?lang=en,18200,233,334,105600
maddiebwells,6568895442376572934,6929676510978739462,#underrated products at #sephora ! what’s yours? #fyp #sephoraemployee #itcosmetics #toner #pores #fenty #rihanna #foryou,1613441058,59,https://www.tiktok.com/@maddiebwells/video/6929676510978739462?lang=en,78300,1872,148,516000
iaskedharryhesaidno,6718333469695247365,6929724794577472774,do our dance!!!!🥺🥺🥺🥺 #dance #newtrendalert #men #besties,1613452316,9,https://www.tiktok.com/@iaskedharryhesaidno/video/6929724794577472774?lang=en,417,11,12,1786
emmarosekenney1,6824901808122659846,6929953370476137734,Hoe edition,1613505513,39,https://www.tiktok.com/@emmarosekenney1/video/6929953370476137734?lang=en,733100,7720,8520,4700000
vivacious.honey,6860580833361085445,6929944349664906501,3 FASHION PET PEEVES ⭐️ #fyp #foryou #fashion #voiceover #tutorial #hack #tips #outfit #petpeeve #inspo #ootd #style #fashionhack #bts #aesthetic #fun,1613503413,30,https://www.tiktok.com/@vivacious.honey/video/6929944349664906501?lang=en,91400,444,174,541800
katiemcnellyy,14979211,6929587310359121158,it’s the truth🤭,1613420283,7,https://www.tiktok.com/@katiemcnellyy/video/6929587310359121158?lang=en,579900,50600,9825,3700000
corporatelife,6888889172926596101,6928459388491418886,#stitch with @locolakes so you NEVER struggle again 💪👀 #collegehacks #lifehacks #jobsearch,1613157668,41,https://www.tiktok.com/@corporatelife/video/6928459388491418886?lang=en,246900,9803,952,1700000
Messy Bun Coffee Samples,6926955609028805634,6928920982795160833,Limited Time Only,1613265184,10,https://www.tiktok.com/@Messy Bun Coffee Samples/video/6928920982795160833?lang=en,1695,8,9,77500
ken.eurich,6726614045351543814,6929951296736791814,I love u,1613505030,12,https://www.tiktok.com/@ken.eurich/video/6929951296736791814?lang=en,5683,22,63,54600
chef_boyardlee1022,6804268792790762502,6929867797044497670,Im jealous of her😂😴 #fyp #foryou #ThisorThatSBLV #ambw #couple #interacialcouple @eunoiahues,1613485594,7,https://www.tiktok.com/@chef_boyardlee1022/video/6929867797044497670?lang=en,208200,16000,1227,1500000
where2nextorlando,6919183649536869381,6929606887465815302,"Park Aire Apartments | Winter Park, FL. Where to next, Orlando? #orlandothingstodo #orlando #orlandofun #where2next #fyp #instagrammable #instapics",1613424842,20,https://www.tiktok.com/@where2nextorlando/video/6929606887465815302?lang=en,19900,709,253,101800
chanel.eastcoast,6685152379106640902,6929700322944339206,Krumping @dorianj99 #krumping #bringiton #fyp #embarazada,1613446606,28,https://www.tiktok.com/@chanel.eastcoast/video/6929700322944339206?lang=en,302300,13800,3801,1300000
cristyyannn,6633082699774312453,6929639389974891782,4x30sec each 1 min rest between each SET!¡!ur booty will be BURNIN😅 #fire #workout #gym,1613432413,19,https://www.tiktok.com/@cristyyannn/video/6929639389974891782?lang=en,324300,14800,1014,2100000
ageorama,6709863144019854341,6929328962627800326,JUST UPLOADED 21 OUTFITS FOR 2021 ON MY YOUTUBE LINK IN BIO!!! #2021outfits #julietjohnstone #iamgia #deadlydoll #ootd,1613360141,11,https://www.tiktok.com/@ageorama/video/6929328962627800326?lang=en,1546,10,32,9650
laurennpoppin,6756299513987089414,6928512086297382149,Shut up & drive w/ makeup on this time LOL // DC: MEEE & @nessaalynn_ #fyp,1613169940,15,https://www.tiktok.com/@laurennpoppin/video/6928512086297382149?lang=en,67300,1239,1004,323700
meganc213,24793954,6928515045756259589,,1613170629,9,https://www.tiktok.com/@meganc213/video/6928515045756259589?lang=en,31000,445,1031,199700
annababees,6784239848276214790,6928621848913513734,AHHHHH THEY ARE SO GOOD 🤯#wandavision #MCU #Foryou,1613195515,59,https://www.tiktok.com/@annababees/video/6928621848913513734?lang=en,801500,14400,5532,4000000
mandietaketa,6606761947315077126,6929686426250382598,At the request of @mailebrady @waynebrady how’d I do? 👉🏽👈🏽 Pt  #2 on Maile’s account. #over40mom #loveyourinsecurities #perfectmatch #coparenting,1613443367,46,https://www.tiktok.com/@mandietaketa/video/6929686426250382598?lang=en,68800,819,479,538900
galialahav,197588278299082752,6929242426481642753,Happy Valentine’s Day😂❤️ #fyp #foryou #SkipPhase #AlbumCover #ValentinesDay #RentFree @hopelavine,1613339983,12,https://www.tiktok.com/@galialahav/video/6929242426481642753?lang=en,21800,420,117,107000
jakedeals,6929590540846367750,6929600799651810566,you’ll get a months worth of meals for $54! link to the spreadsheet in my bio! #rakuten #mealkit #extremecouponing #fooddeals,1613423425,59,https://www.tiktok.com/@jakedeals/video/6929600799651810566?lang=en,134600,12400,849,814300
miadickers0n,6735538075780350982,6929537002782182662,this audio is kinda annoying sorry bout that lol  #fyp #haul #style,1613408572,13,https://www.tiktok.com/@miadickers0n/video/6929537002782182662?lang=en,68400,961,596,305500
sophielucaas,16632103,6929483321571413253,okay but the start of this is so hard to do #fyp #foryou #foryoupage,1613396081,7,https://www.tiktok.com/@sophielucaas/video/6929483321571413253?lang=en,58800,367,460,319300
katiecosplaysatl,6757859232521552902,6929540505697094917,Feat. throwback footage to DragonCon 2019. #bunnysuit,1613409388,31,https://www.tiktok.com/@katiecosplaysatl/video/6929540505697094917?lang=en,5256,6,33,28700
hennepennepasta,6697413295274771462,6929676180685737222,lmk if you’d like to see the chubby cats in question,1613440982,14,https://www.tiktok.com/@hennepennepasta/video/6929676180685737222?lang=en,1395,19,65,8391
papershootcamera,6894317073876796417,6928058072082533637,timmy’s REAL fav camera ever! #WomenInSTEM #TooCold #papershoot #timothee #photography,1613064232,29,https://www.tiktok.com/@papershootcamera/video/6928058072082533637?lang=en,378600,4376,1441,1500000
prettystupidbitch,6571380585968648198,6922604687518747909,She can be a background character I don’t care shut up I don’t want to hear about it,1611794520,10,https://www.tiktok.com/@prettystupidbitch/video/6922604687518747909?lang=en,80900,3382,966,339700
paulinemollie,6532013974806855682,6929189725613952261,YouTube didn’t understand me #fyp #jamaica,1613327713,8,https://www.tiktok.com/@paulinemollie/video/6929189725613952261?lang=en,26900,1135,1643,617600
itsybubbble,6815262313458811909,6816431729264348422,HOW TO MAKE STRAPS TUTORIAL 💚#tutorial #diy #fashion #design #itsybubble #depop,1587074188,30,https://www.tiktok.com/@itsybubbble/video/6816431729264348422?lang=en,1712,184,18,12800
hopehinks,6798938127500051462,6830719465815100677,How to make spaghetti straps 🍝 #tutorial #howto #howtomake #sewing #spaghetti #spaghettistraps #clothes #sew #fashion #pink #purple,1590400811,12,https://www.tiktok.com/@hopehinks/video/6830719465815100677?lang=en,3827,119,15,49600
sewingjulie,6925089061192762373,6926483391374314758,How to sew a narrow strap (spaghetti strap tutorial) 🤗 #sewingtutorial #learntosew #sewingtechniques,1612697608,31,https://www.tiktok.com/@sewingjulie/video/6926483391374314758?lang=en,81,1,1,2286
fdi.inna,6903511738224231429,6911727189465566469,How to make a strap #sewing #fashionhacks,1609261906,14,https://www.tiktok.com/@fdi.inna/video/6911727189465566469?lang=en,108500,1583,370,1100000
downtowntailoring,6869058504377467909,6881994003051498753,How to sew straps easily! #spaghettistraps #sewing #sew #craft #diy #art #fashion #thrift #fashiondesign #satisfying,1602339094,59,https://www.tiktok.com/@downtowntailoring/video/6881994003051498753?lang=en,1642,82,20,17800
cassieolufemi,6836701618558305285,6923964672307662085,Make thin straps : Bobby pin tutorial 🖤 #tutorial #diy #sew #sewing #smallbusiness #howto #satin #design #tiktoktutorial,1612111162,14,https://www.tiktok.com/@cassieolufemi/video/6923964672307662085?lang=en,1814,61,20,15600
nhbyhand,6804034404562961410,6910851738958449921,Sewing for beginners - how to sew gathers #sewingtutorial #sewingadvice #sewingtips #howtosew #sewingdiy #sewingtiktok #sewingcheck #sewinggathers,1609058066,43,https://www.tiktok.com/@nhbyhand/video/6910851738958449921?lang=en,22500,632,121,163000
rachel_loaf,6767017463139894277,6929199790970522886,BuT TiMe iS MOnEy 🤡 #kitchenhacks #vegetablegarden  #growyourownfood,1613330057,20,https://www.tiktok.com/@rachel_loaf/video/6929199790970522886?lang=en,25400,770,94,130000
tinacur,6731328474143998981,6929273841755753733,Ootn #fyp #fitcheck #collegehumor #xyzbca #greenscreen,1613347302,41,https://www.tiktok.com/@tinacur/video/6929273841755753733?lang=en,13200,312,223,82400
hollyauna,6655825253996412934,6929653613669174533,#stitch with @sarah..perry remember to be safe and Google how to use your specific oven self clean #lifehacks #cleaningtiktok #kitchenhacks,1613435725,37,https://www.tiktok.com/@hollyauna/video/6929653613669174533?lang=en,406000,9128,2743,2600000
brandontylerss,6735203476684588038,6928976109996477701,this bussin after some ouid 😍✨🍃#fyp,1613277988,23,https://www.tiktok.com/@brandontylerss/video/6928976109996477701?lang=en,315900,7496,2294,1700000
ry2ky,6802705841449190405,6922648584387185925,Oh my #fyp #viral #xyzbca,1611804745,59,https://www.tiktok.com/@ry2ky/video/6922648584387185925?lang=en,2200000,93900,29600,6100000
brianboxerwachlermd,6790037910072755206,6925129847937305862,#duet with @jaymiemcgill studies back this up &one study found yogurt+honey better than clotrimazole  #yeastinfection #yeast #yogurt #doctorsoftiktok,1612382450,59,https://www.tiktok.com/@brianboxerwachlermd/video/6925129847937305862?lang=en,496600,35600,6834,5200000
punkpixiie,6704490692850353158,6929626831893187845,#greenscreen it’s so accurate AND MAKES SO MUCH SENSE but it makes me sad #fyp,1613429489,10,https://www.tiktok.com/@punkpixiie/video/6929626831893187845?lang=en,297300,6729,34200,1300000
katesearly,6720015270406734854,6924110740374818054,Things in my ADHD apartment that just.make.sense #adhd #fyp #organization #adhdinwomen #learnintiktok #alwayslearning,1612145175,46,https://www.tiktok.com/@katesearly/video/6924110740374818054?lang=en,90000,1635,446,243000
missaprillynn91,194646149499244544,6927321586840128773,"Just to be very clear, and that’s on ✨toxic✨ humans. #toxic #humans #advice #lessons #fyp #foryoupage #nederland #voorjou #lifelessons",1612892754,11,https://www.tiktok.com/@missaprillynn91/video/6927321586840128773?lang=en,647300,25100,8068,2500000
k.wamp,6699228523615716357,6928897458441293062,work smarter not harder #business #ceo #advice,1613259666,41,https://www.tiktok.com/@k.wamp/video/6928897458441293062?lang=en,502100,19800,1198,1900000
claire_raposo,6846576523266262021,6929653509491035397,Since you asked 👀 #foodie #healthycooking #pastrychef #TrulyGlowingSelfieLove #fyp #ItWasntMe,1613435702,59,https://www.tiktok.com/@claire_raposo/video/6929653509491035397?lang=en,89000,502,234,302800
adellafromdaotherside,6821301297959683077,6929504210924932358,Why is no one using this part of the song... it’s the best part. #valentinesday #chugjug #tiktokfashionmonth #galentinesday,1613400939,12,https://www.tiktok.com/@adellafromdaotherside/video/6929504210924932358?lang=en,85900,696,437,506800
thatpansexualwitch,6854327263930205189,6929361989324066054,Must be faking it #mentalillness #ed #eatingdisoorder #recovery #LoveMyCar #ValentinesDay #fyp #foryou #fakingit #funny,1613367841,10,https://www.tiktok.com/@thatpansexualwitch/video/6929361989324066054?lang=en,30600,195,188,162200
kailos.soggybiscuit,6812779536498770949,6929562338890616069,not to mention the vacations i take them on or all the gifts i bought but whatever ig. #fyp,1613414469,11,https://www.tiktok.com/@kailos.soggybiscuit/video/6929562338890616069?lang=en,12200,65,644,90300
nancydgo,6802790145453917189,6929293212871855366,Remember him?! He has a body now!! 🙃✨🐰 #conejomalo #badbunny #crochetlovers #crochet #fyp,1613351813,11,https://www.tiktok.com/@nancydgo/video/6929293212871855366?lang=en,62100,2261,845,255600
itsgraciejustgracie,6673523646348149765,6928937775639072005,i can’t leave my suitcase on purpose but it could get lost 🤷🏽‍♀️,1613269056,45,https://www.tiktok.com/@itsgraciejustgracie/video/6928937775639072005?lang=en,12700,75,188,86400
christilukasiak,6744487652583949318,6928959140773645574,"Move over Tik Tok, the OGs are in the house @hyland.kelly #twobitches #dancemoms #christiandkelly",1613274036,6,https://www.tiktok.com/@christilukasiak/video/6928959140773645574?lang=en,2200000,45000,63800,7800000
gusandgabi,6868077392058680326,6929240614743575814,Did I change your mind...? #learnontiktok #valentinesday #vintage #fashionhistory #locket,1613339562,29,https://www.tiktok.com/@gusandgabi/video/6929240614743575814?lang=en,395000,2273,1213,1700000
erin_williams98,6813843171383624710,6929191258363661574,#stitch with @allycat.99 Best purchase ever! #hairremoval #ipllaser #laserhairremoval #fyp #fypシ #beauty #makeup #laserhair #skincare #amazon #ipl,1613328070,37,https://www.tiktok.com/@erin_williams98/video/6929191258363661574?lang=en,304500,4889,1016,2400000
cassiethefriendlycasper,6907792330338763782,6929218608778235141,I have another really in depth game like this if y'all like this one. #ItWasntMe #cheater #valetines #dating,1613334438,59,https://www.tiktok.com/@cassiethefriendlycasper/video/6929218608778235141?lang=en,50800,3604,669,273300
itmebry,6748790172563670021,6929338073977261318,i can’t believe we unintentionally wore these colors for our lingerie party. we simply had to do this audio. @babyteo @tatedoll,1613362262,9,https://www.tiktok.com/@itmebry/video/6929338073977261318?lang=en,28300,298,100,153900
mimibaby222,6741163700495336454,6929374030420069637,making some little cakes for vday <333 funfetti is nasty lowkey tho #valentinesday #ColorCustomizer #lecreuset #heart #pink,1613370648,12,https://www.tiktok.com/@mimibaby222/video/6929374030420069637?lang=en,47,0,2,202
nataliaspotts,6774875468941935621,6929165272423156997,This is your sign to go paint some pottery #fyp #viral #pottery #anxiety,1613322021,42,https://www.tiktok.com/@nataliaspotts/video/6929165272423156997?lang=en,50900,975,505,216800
readwithisaac,6924166980819862533,6929011067150470405,Tell me what your moon is and I’ll say what I think when you are drunk lol #greenscreen #fyp #astrology #follow #tiktok #viral,1613286136,15,https://www.tiktok.com/@readwithisaac/video/6929011067150470405?lang=en,63100,1106,2296,485700
noadjaidoen,2361465,6929140167663963398,Antwoorden aan @noadjaidoen Thank you for all the love ❤️🥺,1613316177,31,https://www.tiktok.com/@noadjaidoen/video/6929140167663963398?lang=en,151900,2024,451,1800000
noadjaidoen,2361465,6926875796917275909,POV : you ‘blackout’ at a party,1612788972,15,https://www.tiktok.com/@noadjaidoen/video/6926875796917275909?lang=en,2100000,29000,21800,6300000
yerbamatemami,6733599830101607429,6928861249891503365,Oh captain my captain 🏴‍☠️ #fyp #fitcheck #valentinesday,1613251234,45,https://www.tiktok.com/@yerbamatemami/video/6928861249891503365?lang=en,2831,21,62,8730
annamolinstinct,6745977441217053701,6928800103197117701,#duet with @annamolinstinct should I try it on? #fashion #fashiondesign #fyp #diy #galentinesday #perfectmatch,1613236998,28,https://www.tiktok.com/@annamolinstinct/video/6928800103197117701?lang=en,11100,59,76,56900
averyyleigh123,6655013502602084358,6929249027766684934,vday fits 🥸🥸,1613341522,42,https://www.tiktok.com/@averyyleigh123/video/6929249027766684934?lang=en,151800,2206,1497,1400000
saintadamson,6774940709076632582,6928451525408722181,I’m not being serious but very highly I’m 100% serious. It’s a pandemic 😃,1613155837,59,https://www.tiktok.com/@saintadamson/video/6928451525408722181?lang=en,185200,3270,1643,800500
neverfullydressed,6761690362375128070,6929197265802251526,#howtotie you WRAP DRESS for different levels of coverage ✨ #howtotie #howtostyle #waystowear #fashionhack #wrapdress,1613329468,30,https://www.tiktok.com/@neverfullydressed/video/6929197265802251526?lang=en,483400,18600,939,3900000
friedtofulover,212138784774279168,6928890072859282689,Copied @emily524kim #fyp #engineer #cs #compsci #stem #xyzbca #college,1613257945,8,https://www.tiktok.com/@friedtofulover/video/6928890072859282689?lang=en,1632,50,35,15100
miadicambioo1129,6592643829895561222,6928903943237995782,#foryoupage #fyp #clean #cleanfreak #foryou #TrulyGlowingSelfieLove #girls #friends #trending #funny,1613261177,13,https://www.tiktok.com/@miadicambioo1129/video/6928903943237995782?lang=en,228200,6198,3588,692000
navleenkaurrr,6634300447343034373,6928877517889703173,#stitch with @naomijon @corpse_husband am i ruining your life,1613255023,59,https://www.tiktok.com/@navleenkaurrr/video/6928877517889703173?lang=en,464100,2533,3972,1500000
mikellamia,6577055332408426502,6928927907897150725,@playboi_kota its hard here,1613266758,7,https://www.tiktok.com/@mikellamia/video/6928927907897150725?lang=en,65100,2759,370,320600
zoeandjoon,6785757980887778310,6928860126577249541,blue outfits today💙🥰,1613250973,7,https://www.tiktok.com/@zoeandjoon/video/6928860126577249541?lang=en,51300,167,133,196300
adrianrmante,6736160234227713030,6928413129386839302,#duet with @brianstepanek Um what’s happening here? @kimrhodes4real #estebanjulioricardomontoyadarosaramirez #estebanjulioricardomontoyadarosaramirez,1613146900,10,https://www.tiktok.com/@adrianrmante/video/6928413129386839302?lang=en,1600000,38000,22200,6500000
mafinn14,6749652373775664133,6928832746668313861,Is it just me...? Feels like it’s just me.. @carleychildress_  #BoseAllOut #TortillaTrend,1613244598,10,https://www.tiktok.com/@mafinn14/video/6928832746668313861?lang=en,759300,93400,9973,5800000
domzaubz,6730819567633990662,6928524468851592453,#greenscreen more fashion pieces that #liverentfree in my head #TrulyGlowingSelfieLove #sakspotts #houseofcbdress #leatherpants #stylegoals #iwant,1613172824,59,https://www.tiktok.com/@domzaubz/video/6928524468851592453?lang=en,287,1,11,1625
neyneezy,6822045031748568070,6928847504674917637,"I had two baby showers for Harley, this Sailor Moon themed one was just for family🌙🤍 the healing crystal party favors was my fave! #babyshower #fyp",1613248033,11,https://www.tiktok.com/@neyneezy/video/6928847504674917637?lang=en,95900,3067,642,364800
pinkiysensei,6872337215511348229,6928579404973067525,Bestie Staycation Preparation. Always buy her one too! 💖❤️ #bestie #saweetie #staycation #pack #pink #fyp,1613185619,30,https://www.tiktok.com/@pinkiysensei/video/6928579404973067525?lang=en,226600,6609,1602,824500
agoodkaren,6839406853446583302,6928553775749713157,I can’t be the only one on this app who knows about this right #greenscreen #thesecret #treasurehunt #weirdtok,1613179649,57,https://www.tiktok.com/@agoodkaren/video/6928553775749713157?lang=en,206900,8978,1364,1200000
tphrl,6656860796016066566,6928851574408105221,LMAOOOO TELL ME IM WRONG #zodiacsigns #partygirl,1613248981,56,https://www.tiktok.com/@tphrl/video/6928851574408105221?lang=en,301700,8844,5587,1400000
ihavelockjaw,6716014607041479686,6928852455107382534,Reply to @noodlebooty333 i hope this makes sense!!! <3,1613249187,33,https://www.tiktok.com/@ihavelockjaw/video/6928852455107382534?lang=en,640,6,19,3882
itshannahlovey,6719100210310956037,6923018631857081606,Because someone just commented on my tik Tok “the fat ones not hot”...fuck you this “fat one” worked her ass off to be where she is  #fyp #edrecovery,1611890902,32,https://www.tiktok.com/@itshannahlovey/video/6923018631857081606?lang=en,116500,335,2249,768600
yessidothecookingg,6905802794365142021,6928578653693529350,"Anyone else have a comfort food that reminds them of a memory or person they love? Well this is ours, and we want to hear yours in the comments! #food",1613185444,53,https://www.tiktok.com/@yessidothecookingg/video/6928578653693529350?lang=en,624100,18800,3911,2500000
kokobug,23397755,6927721857537805574,Hump Day workout! @jailyn.gartner #FitnessRoutine #DoTheScottsSlide #IsThisAvailable,1612985949,40,https://www.tiktok.com/@kokobug/video/6927721857537805574?lang=en,35100,2498,651,227700
agavz0,6611641636010590214,6928589789251767558,tip: you can do this every two weeks but you have to use the same glass every time you perform the spell💕 #witchtok #spell #energy #fyp #weightloss,1613188038,59,https://www.tiktok.com/@agavz0/video/6928589789251767558?lang=en,1100000,60800,17400,3300000
armandothegreat,5242031,6924020623987559686,Out of pure boredom at poker night ￼#GEICOLipSync #pokerbiatch #pokernight2021 #wedontplaypoker,1612124187,57,https://www.tiktok.com/@armandothegreat/video/6924020623987559686?lang=en,6497,110,67,35600
pickleluvrenergy,6740100787097240581,6928556247469870342,my dad & some of his besties 🤪🎉 #dadsoftiktok #dads #fyp #bestfriends #bffs,1613180225,50,https://www.tiktok.com/@pickleluvrenergy/video/6928556247469870342?lang=en,892400,15000,11700,4100000
perimemagazine,6866119248994239493,6928501749019970822,"Enter for a chance to win this bubblegum pink telfar bag! don’t forgot to tell you’re friends, and visit us at 337 newbury street, boston #fyp",1613167534,32,https://www.tiktok.com/@perimemagazine/video/6928501749019970822?lang=en,2262,24,987,14000
432parkavehatepage,6881454351484503041,6928625983696162053,Reply to @nicoierichiejr i am so passionate about this. #432parkavenue #fyp #newyork #nyc,1613196476,59,https://www.tiktok.com/@432parkavehatepage/video/6928625983696162053?lang=en,334900,2448,2365,1600000
.jennifermurphy,64338846867275776,6928575620104326406,Dino Quesadilla 🦖 #fyp #foryou #quesadilla #top5 #food #cheese #yummy #dinosaur Idea Credit: @joiningjaysjourney,1613184736,13,https://www.tiktok.com/@.jennifermurphy/video/6928575620104326406?lang=en,578600,101600,7209,3900000
ialuca_b2,6663741319795933189,6927794595375942918,I’m only a beginner in this stuff so guys if you want to explain what you think is happening please do 👍🥰,1613002890,58,https://www.tiktok.com/@ialuca_b2/video/6927794595375942918?lang=en,1100000,9011,9174,5200000
hankal1209,6548961476295507969,6928485334443478278,bestie vibes only @abbartzona #college #TrulyGlowingSelfieLove #ohio,1613163710,10,https://www.tiktok.com/@hankal1209/video/6928485334443478278?lang=en,216200,7592,2098,1100000
savwap,6647305316671832070,6928548878824312069,The matching baggu mask & MINI BAG :) why am I so obsessed with it omg #baggu,1613178508,9,https://www.tiktok.com/@savwap/video/6928548878824312069?lang=en,29800,356,247,154500
